content_id,account_id,case_id,normalized_text,content_hash,language,category,semantic_family,severity_score,safe_placeholder
CT-000748,A-0067,C-005,[non-sensitive coordination],H-8068077,en,Violent Threat,EVENT_FAM_X4-P02,0.672,Yes
CT-000749,A-0050,C-005,[generic discussion],H-8547069,en,Violent Threat,EVENT_FAM_X4-P02,0.724,Yes
CT-000750,A-0051,C-005,[generic discussion],H-1420299,en,Violent Threat,EVENT_FAM_X4-default,0.477,Yes
CT-000751,A-0059,C-005,[fictional location proximity reference],H-6042605,es,Violent Threat,EVENT_FAM_X4-P11,0.529,Yes
CT-000752,A-0052,C-005,[generic discussion],H-1420299,en,Violent Threat,EVENT_FAM_X4-default,0.608,Yes
CT-000753,A-0065,C-005,[non-sensitive coordination],H-8068077,en,Violent Threat,EVENT_FAM_X4-P02,0.688,Yes
CT-000754,A-0056,C-005,[ambiguous grievance],H-8254673,en,Violent Threat,EVENT_FAM_X4-P07,0.615,Yes
CT-000755,A-0053,C-005,[target-specific grievance reference],H-0692299,es,Violent Threat,EVENT_FAM_X4-P03,0.481,Yes
CT-000756,A-0070,C-005,[non-sensitive coordination],H-5293850,es,Violent Threat,EVENT_FAM_X4-default,0.726,Yes
CT-000757,A-0052,C-005,[target-specific grievance reference],H-0692299,en,Violent Threat,EVENT_FAM_X4-P03,0.561,Yes
CT-000758,A-0060,C-005,[neutral platform activity],H-4318580,es,Violent Threat,EVENT_FAM_X4-default,0.726,Yes
CT-000759,A-0050,C-005,[fictional location proximity reference],H-6042605,en,Violent Threat,EVENT_FAM_X4-P11,0.512,Yes
CT-000760,A-0049,C-005,[lawful event logistics],H-0703371,en,Violent Threat,BENIGN-COORDINATION,0.481,Yes
CT-000761,A-0060,C-005,[neutral platform activity],H-4318580,es,Violent Threat,EVENT_FAM_X4-default,0.522,Yes
CT-000762,A-0053,C-005,[repeated target reference],H-9980995,es,Violent Threat,EVENT_FAM_X4-P03,0.5,Yes
CT-000763,A-0066,C-005,[target-specific grievance reference],H-0692299,en,Violent Threat,EVENT_FAM_X4-P03,0.661,Yes
CT-000764,A-0058,C-005,[fictional location proximity reference],H-6042605,es,Violent Threat,EVENT_FAM_X4-P11,0.612,Yes
CT-000765,A-0049,C-005,[benign scheduling message],H-3629325,en,Violent Threat,BENIGN-COORDINATION,0.275,Yes
CT-000766,A-0058,C-005,[generic discussion],H-1420299,es,Violent Threat,EVENT_FAM_X4-default,0.723,Yes
CT-000767,A-0070,C-005,[mutual-aid coordination],H-5150997,es,Violent Threat,BENIGN-COORDINATION,0.473,Yes
CT-000768,A-0065,C-005,[neutral platform activity],H-9043347,en,Violent Threat,EVENT_FAM_X4-P02,0.506,Yes
CT-000769,A-0055,C-005,[fictional location proximity reference],H-6042605,es,Violent Threat,EVENT_FAM_X4-P11,0.445,Yes
CT-000770,A-0057,C-005,[non-sensitive coordination],H-5293850,es,Violent Threat,EVENT_FAM_X4-default,0.706,Yes
CT-000771,A-0062,C-005,[repeated target reference],H-9980995,en,Violent Threat,EVENT_FAM_X4-P03,0.487,Yes
CT-000772,A-0052,C-005,[continued focus on same fictional target],H-1594813,en,Violent Threat,EVENT_FAM_X4-P03,0.459,Yes
CT-000773,A-0050,C-005,[non-sensitive coordination],H-5293850,en,Violent Threat,EVENT_FAM_X4-default,0.581,Yes
CT-000774,A-0057,C-005,[neutral platform activity],H-9043347,es,Violent Threat,EVENT_FAM_X4-P02,0.522,Yes
CT-000775,A-0067,C-005,[mutual-aid coordination],H-5150997,en,Violent Threat,BENIGN-COORDINATION,0.393,Yes
CT-000776,A-0068,C-005,[time-linked escalation reference],H-8030662,en,Violent Threat,EVENT_FAM_X4-P07,0.61,Yes
CT-000777,A-0058,C-005,[non-sensitive coordination],H-5293850,es,Violent Threat,EVENT_FAM_X4-default,0.672,Yes
CT-000778,A-0059,C-005,[generic discussion],H-1420299,es,Violent Threat,EVENT_FAM_X4-default,0.502,Yes
CT-000779,A-0051,C-005,[generic discussion],H-8547069,en,Violent Threat,EVENT_FAM_X4-P02,0.456,Yes
CT-000780,A-0069,C-005,[event date reference],H-2785787,en,Violent Threat,EVENT_FAM_X4-P11,0.501,Yes
CT-000781,A-0054,C-005,[generic discussion],H-1420299,en,Violent Threat,EVENT_FAM_X4-default,0.484,Yes
CT-000782,A-0065,C-005,[time-linked escalation reference],H-8030662,en,Violent Threat,EVENT_FAM_X4-P07,0.562,Yes
CT-000783,A-0050,C-005,[time-linked escalation reference],H-8030662,en,Violent Threat,EVENT_FAM_X4-P07,0.562,Yes
CT-000784,A-0067,C-005,[non-sensitive coordination],H-5293850,en,Violent Threat,EVENT_FAM_X4-default,0.415,Yes
CT-000785,A-0048,C-005,[non-sensitive coordination],H-8068077,en,Violent Threat,EVENT_FAM_X4-P02,0.421,Yes
CT-000786,A-0061,C-005,[neutral platform activity],H-9043347,en,Violent Threat,EVENT_FAM_X4-P02,0.501,Yes
CT-000787,A-0052,C-005,[event date reference],H-2785787,en,Violent Threat,EVENT_FAM_X4-P11,0.495,Yes
CT-000788,A-0061,C-005,[fictional location proximity reference],H-6042605,en,Violent Threat,EVENT_FAM_X4-P11,0.663,Yes
CT-000789,A-0064,C-005,[non-sensitive coordination],H-5293850,es,Violent Threat,EVENT_FAM_X4-default,0.46,Yes
CT-000790,A-0055,C-005,[non-sensitive coordination],H-5293850,es,Violent Threat,EVENT_FAM_X4-default,0.58,Yes
CT-000791,A-0067,C-005,[non-sensitive coordination],H-8068077,en,Violent Threat,EVENT_FAM_X4-P02,0.714,Yes
CT-000792,A-0058,C-005,[non-sensitive coordination],H-8068077,es,Violent Threat,EVENT_FAM_X4-P02,0.41,Yes
CT-000793,A-0058,C-005,[non-sensitive coordination],H-8068077,es,Violent Threat,EVENT_FAM_X4-P02,0.489,Yes
CT-000794,A-0067,C-005,[lawful event logistics],H-0703371,en,Violent Threat,BENIGN-COORDINATION,0.375,Yes
CT-000795,A-0058,C-005,[more specific intent reference],H-2413680,es,Violent Threat,EVENT_FAM_X4-P07,0.875,Yes
CT-000796,A-0048,C-005,[time-linked escalation reference],H-8030662,en,Violent Threat,EVENT_FAM_X4-P07,0.676,Yes
CT-000797,A-0062,C-005,[target-specific grievance reference],H-0692299,en,Violent Threat,EVENT_FAM_X4-P03,0.551,Yes
CT-000798,A-0070,C-005,[benign scheduling message],H-3629325,es,Violent Threat,BENIGN-COORDINATION,0.253,Yes
CT-000799,A-0065,C-005,[mutual-aid coordination],H-5150997,en,Violent Threat,BENIGN-COORDINATION,0.241,Yes
CT-000800,A-0069,C-005,[lawful event logistics],H-0703371,en,Violent Threat,BENIGN-COORDINATION,0.505,Yes
CT-000801,A-0058,C-005,[repeated target reference],H-9980995,es,Violent Threat,EVENT_FAM_X4-P03,0.706,Yes
CT-000802,A-0068,C-005,[more specific intent reference],H-2413680,en,Violent Threat,EVENT_FAM_X4-P07,0.637,Yes
CT-000803,A-0056,C-005,[generic discussion],H-1420299,en,Violent Threat,EVENT_FAM_X4-default,0.631,Yes
CT-000804,A-0068,C-005,[continued focus on same fictional target],H-1594813,en,Violent Threat,EVENT_FAM_X4-P03,0.539,Yes
CT-000805,A-0050,C-005,[event date reference],H-2785787,en,Violent Threat,EVENT_FAM_X4-P11,0.569,Yes
CT-000806,A-0064,C-005,[mutual-aid coordination],H-5150997,es,Violent Threat,BENIGN-COORDINATION,0.396,Yes
CT-000807,A-0062,C-005,[more specific intent reference],H-2413680,en,Violent Threat,EVENT_FAM_X4-P07,0.681,Yes
CT-000808,A-0056,C-005,[neutral platform activity],H-4318580,en,Violent Threat,EVENT_FAM_X4-default,0.408,Yes
CT-000809,A-0060,C-005,[neutral platform activity],H-4318580,es,Violent Threat,EVENT_FAM_X4-default,0.591,Yes
CT-000810,A-0071,C-005,[continued focus on same fictional target],H-1594813,en,Violent Threat,EVENT_FAM_X4-P03,0.61,Yes
CT-000811,A-0059,C-005,[target-specific grievance reference],H-0692299,es,Violent Threat,EVENT_FAM_X4-P03,0.593,Yes
CT-000812,A-0056,C-005,[ambiguous grievance],H-8254673,en,Violent Threat,EVENT_FAM_X4-P07,0.621,Yes
CT-000813,A-0059,C-005,[event date reference],H-2785787,es,Violent Threat,EVENT_FAM_X4-P11,0.747,Yes
CT-000814,A-0048,C-005,[non-sensitive coordination],H-5293850,en,Violent Threat,EVENT_FAM_X4-default,0.548,Yes
CT-000815,A-0060,C-005,[benign scheduling message],H-3629325,es,Violent Threat,BENIGN-COORDINATION,0.462,Yes
CT-000816,A-0066,C-005,[lawful event logistics],H-0703371,en,Violent Threat,BENIGN-COORDINATION,0.166,Yes
CT-000817,A-0048,C-005,[generic discussion],H-1420299,en,Violent Threat,EVENT_FAM_X4-default,0.678,Yes
CT-000818,A-0053,C-005,[ambiguous grievance],H-8254673,es,Violent Threat,EVENT_FAM_X4-P07,0.584,Yes
CT-000819,A-0059,C-005,[event date reference],H-2785787,es,Violent Threat,EVENT_FAM_X4-P11,0.554,Yes
CT-000820,A-0054,C-005,[time-linked escalation reference],H-8030662,en,Violent Threat,EVENT_FAM_X4-P07,0.532,Yes
CT-000821,A-0063,C-005,[generic discussion],H-1420299,es,Violent Threat,EVENT_FAM_X4-default,0.706,Yes
CT-000822,A-0048,C-005,[generic discussion],H-1420299,en,Violent Threat,EVENT_FAM_X4-default,0.667,Yes
CT-000823,A-0049,C-005,[continued focus on same fictional target],H-1594813,en,Violent Threat,EVENT_FAM_X4-P03,0.655,Yes
CT-000824,A-0058,C-005,[neutral platform activity],H-9043347,es,Violent Threat,EVENT_FAM_X4-P02,0.419,Yes
CT-000825,A-0064,C-005,[repeated target reference],H-9980995,es,Violent Threat,EVENT_FAM_X4-P03,0.502,Yes
CT-000826,A-0053,C-005,[continued focus on same fictional target],H-1594813,es,Violent Threat,EVENT_FAM_X4-P03,0.696,Yes
CT-000827,A-0065,C-005,[neutral platform activity],H-4318580,en,Violent Threat,EVENT_FAM_X4-default,0.616,Yes
CT-000828,A-0067,C-005,[event date reference],H-2785787,en,Violent Threat,EVENT_FAM_X4-P11,0.678,Yes
CT-000829,A-0069,C-005,[benign scheduling message],H-3629325,en,Violent Threat,BENIGN-COORDINATION,0.285,Yes
CT-000830,A-0068,C-005,[continued focus on same fictional target],H-1594813,en,Violent Threat,EVENT_FAM_X4-P03,0.446,Yes
CT-000831,A-0054,C-005,[fictional location proximity reference],H-6042605,en,Violent Threat,EVENT_FAM_X4-P11,0.747,Yes
CT-000832,A-0059,C-005,[generic discussion],H-1420299,es,Violent Threat,EVENT_FAM_X4-default,0.438,Yes
CT-000833,A-0054,C-005,[ambiguous grievance],H-8254673,en,Violent Threat,EVENT_FAM_X4-P07,0.772,Yes
CT-000834,A-0060,C-005,[mutual-aid coordination],H-5150997,es,Violent Threat,BENIGN-COORDINATION,0.15,Yes
CT-000835,A-0060,C-005,[time-linked escalation reference],H-8030662,es,Violent Threat,EVENT_FAM_X4-P07,0.552,Yes
CT-000836,A-0065,C-005,[neutral platform activity],H-9043347,en,Violent Threat,EVENT_FAM_X4-P02,0.744,Yes
CT-000837,A-0057,C-005,[non-sensitive coordination],H-8068077,es,Violent Threat,EVENT_FAM_X4-P02,0.645,Yes
CT-000838,A-0056,C-005,[neutral platform activity],H-9043347,en,Violent Threat,EVENT_FAM_X4-P02,0.543,Yes
CT-000839,A-0069,C-005,[non-sensitive coordination],H-5293850,en,Violent Threat,EVENT_FAM_X4-default,0.604,Yes
CT-000840,A-0069,C-005,[target-specific grievance reference],H-0692299,en,Violent Threat,EVENT_FAM_X4-P03,0.585,Yes
CT-000841,A-0057,C-005,[repeated target reference],H-9980995,es,Violent Threat,EVENT_FAM_X4-P03,0.655,Yes
CT-000842,A-0056,C-005,[neutral platform activity],H-9043347,en,Violent Threat,EVENT_FAM_X4-P02,0.45,Yes
CT-000843,A-0068,C-005,[more specific intent reference],H-2413680,en,Violent Threat,EVENT_FAM_X4-P07,0.866,Yes
CT-000844,A-0056,C-005,[generic discussion],H-1420299,en,Violent Threat,EVENT_FAM_X4-default,0.467,Yes
CT-000845,A-0059,C-005,[benign scheduling message],H-3629325,es,Violent Threat,BENIGN-COORDINATION,0.219,Yes
CT-000846,A-0066,C-005,[neutral platform activity],H-4318580,en,Violent Threat,EVENT_FAM_X4-default,0.573,Yes
CT-000847,A-0065,C-005,[more specific intent reference],H-2413680,en,Violent Threat,EVENT_FAM_X4-P07,0.848,Yes
CT-000848,A-0065,C-005,[mutual-aid coordination],H-5150997,en,Violent Threat,BENIGN-COORDINATION,0.47,Yes
CT-000849,A-0057,C-005,[non-sensitive coordination],H-5293850,es,Violent Threat,EVENT_FAM_X4-default,0.472,Yes
CT-000850,A-0058,C-005,[target-specific grievance reference],H-0692299,es,Violent Threat,EVENT_FAM_X4-P03,0.451,Yes
CT-000851,A-0062,C-005,[generic discussion],H-1420299,en,Violent Threat,EVENT_FAM_X4-default,0.651,Yes
CT-000852,A-0063,C-005,[fictional location proximity reference],H-6042605,es,Violent Threat,EVENT_FAM_X4-P11,0.583,Yes
CT-000853,A-0070,C-005,[generic discussion],H-1420299,es,Violent Threat,EVENT_FAM_X4-default,0.454,Yes
CT-000854,A-0050,C-005,[neutral platform activity],H-9043347,en,Violent Threat,EVENT_FAM_X4-P02,0.516,Yes
CT-000855,A-0051,C-005,[non-sensitive coordination],H-5293850,en,Violent Threat,EVENT_FAM_X4-default,0.68,Yes
CT-000856,A-0054,C-005,[continued focus on same fictional target],H-1594813,en,Violent Threat,EVENT_FAM_X4-P03,0.543,Yes
CT-000857,A-0067,C-005,[generic discussion],H-1420299,en,Violent Threat,EVENT_FAM_X4-default,0.432,Yes
CT-000858,A-0070,C-005,[time-linked escalation reference],H-8030662,es,Violent Threat,EVENT_FAM_X4-P07,0.709,Yes
CT-000859,A-0048,C-005,[lawful event logistics],H-0703371,en,Violent Threat,BENIGN-COORDINATION,0.37,Yes
CT-000860,A-0053,C-005,[event date reference],H-2785787,es,Violent Threat,EVENT_FAM_X4-P11,0.64,Yes
CT-000861,A-0063,C-005,[benign scheduling message],H-3629325,es,Violent Threat,BENIGN-COORDINATION,0.327,Yes
CT-000862,A-0067,C-005,[target-specific grievance reference],H-0692299,en,Violent Threat,EVENT_FAM_X4-P03,0.43,Yes
CT-000863,A-0059,C-005,[benign scheduling message],H-3629325,es,Violent Threat,BENIGN-COORDINATION,0.459,Yes
CT-000864,A-0055,C-005,[repeated target reference],H-9980995,es,Violent Threat,EVENT_FAM_X4-P03,0.522,Yes
CT-000865,A-0066,C-005,[benign scheduling message],H-3629325,en,Violent Threat,BENIGN-COORDINATION,0.475,Yes
CT-000866,A-0051,C-005,[lawful event logistics],H-0703371,en,Violent Threat,BENIGN-COORDINATION,0.218,Yes
CT-000867,A-0053,C-005,[non-sensitive coordination],H-5293850,es,Violent Threat,EVENT_FAM_X4-default,0.473,Yes
CT-000868,A-0052,C-005,[continued focus on same fictional target],H-1594813,en,Violent Threat,EVENT_FAM_X4-P03,0.48,Yes
CT-000869,A-0049,C-005,[ambiguous grievance],H-8254673,en,Violent Threat,EVENT_FAM_X4-P07,0.589,Yes
CT-000870,A-0068,C-005,[target-specific grievance reference],H-0692299,en,Violent Threat,EVENT_FAM_X4-P03,0.542,Yes
CT-000871,A-0051,C-005,[non-sensitive coordination],H-5293850,en,Violent Threat,EVENT_FAM_X4-default,0.542,Yes
CT-000872,A-0051,C-005,[target-specific grievance reference],H-0692299,en,Violent Threat,EVENT_FAM_X4-P03,0.582,Yes
CT-000873,A-0051,C-005,[target-specific grievance reference],H-0692299,en,Violent Threat,EVENT_FAM_X4-P03,0.695,Yes
CT-000874,A-0067,C-005,[non-sensitive coordination],H-5293850,en,Violent Threat,EVENT_FAM_X4-default,0.471,Yes
CT-000875,A-0069,C-005,[benign scheduling message],H-3629325,en,Violent Threat,BENIGN-COORDINATION,0.272,Yes
CT-000876,A-0068,C-005,[non-sensitive coordination],H-8068077,en,Violent Threat,EVENT_FAM_X4-P02,0.584,Yes
CT-000877,A-0062,C-005,[neutral platform activity],H-4318580,en,Violent Threat,EVENT_FAM_X4-default,0.627,Yes
CT-000878,A-0053,C-005,[non-sensitive coordination],H-5293850,es,Violent Threat,EVENT_FAM_X4-default,0.725,Yes
CT-000879,A-0062,C-005,[neutral platform activity],H-4318580,en,Violent Threat,EVENT_FAM_X4-default,0.727,Yes
CT-000880,A-0067,C-005,[generic discussion],H-1420299,en,Violent Threat,EVENT_FAM_X4-default,0.547,Yes
CT-000881,A-0061,C-005,[generic discussion],H-8547069,en,Violent Threat,EVENT_FAM_X4-P02,0.699,Yes
CT-000882,A-0062,C-005,[non-sensitive coordination],H-8068077,en,Violent Threat,EVENT_FAM_X4-P02,0.541,Yes
CT-000883,A-0054,C-005,[non-sensitive coordination],H-5293850,en,Violent Threat,EVENT_FAM_X4-default,0.404,Yes
CT-000884,A-0049,C-005,[neutral platform activity],H-4318580,en,Violent Threat,EVENT_FAM_X4-default,0.577,Yes
CT-000885,A-0062,C-005,[time-linked escalation reference],H-8030662,en,Violent Threat,EVENT_FAM_X4-P07,0.855,Yes
CT-000886,A-0057,C-005,[neutral platform activity],H-4318580,es,Violent Threat,EVENT_FAM_X4-default,0.634,Yes
CT-000887,A-0064,C-005,[fictional location proximity reference],H-6042605,es,Violent Threat,EVENT_FAM_X4-P11,0.409,Yes
CT-000888,A-0051,C-005,[ambiguous grievance],H-8254673,en,Violent Threat,EVENT_FAM_X4-P07,0.732,Yes
CT-000889,A-0055,C-005,[neutral platform activity],H-4318580,es,Violent Threat,EVENT_FAM_X4-default,0.409,Yes
CT-000890,A-0069,C-005,[neutral platform activity],H-4318580,en,Violent Threat,EVENT_FAM_X4-default,0.533,Yes
CT-000891,A-0056,C-005,[event date reference],H-2785787,en,Violent Threat,EVENT_FAM_X4-P11,0.717,Yes
CT-000892,A-0066,C-005,[neutral platform activity],H-4318580,en,Violent Threat,EVENT_FAM_X4-default,0.477,Yes
CT-000893,A-0063,C-005,[repeated target reference],H-9980995,es,Violent Threat,EVENT_FAM_X4-P03,0.598,Yes
CT-000894,A-0057,C-005,[non-sensitive coordination],H-5293850,es,Violent Threat,EVENT_FAM_X4-default,0.685,Yes
CT-000895,A-0048,C-005,[event date reference],H-2785787,en,Violent Threat,EVENT_FAM_X4-P11,0.64,Yes
CT-000896,A-0059,C-005,[time-linked escalation reference],H-8030662,es,Violent Threat,EVENT_FAM_X4-P07,0.87,Yes
CT-000897,A-0065,C-005,[fictional location proximity reference],H-6042605,en,Violent Threat,EVENT_FAM_X4-P11,0.498,Yes
CT-000898,A-0056,C-005,[more specific intent reference],H-2413680,en,Violent Threat,EVENT_FAM_X4-P07,0.613,Yes
CT-000899,A-0069,C-005,[neutral platform activity],H-4318580,en,Violent Threat,EVENT_FAM_X4-default,0.754,Yes
CT-000900,A-0060,C-005,[non-sensitive coordination],H-5293850,es,Violent Threat,EVENT_FAM_X4-default,0.426,Yes
CT-000901,A-0050,C-005,[event date reference],H-2785787,en,Violent Threat,EVENT_FAM_X4-P11,0.67,Yes
CT-000902,A-0055,C-005,[benign scheduling message],H-3629325,es,Violent Threat,BENIGN-COORDINATION,0.418,Yes
CT-000903,A-0065,C-005,[fictional location proximity reference],H-6042605,en,Violent Threat,EVENT_FAM_X4-P11,0.602,Yes
CT-000904,A-0070,C-005,[non-sensitive coordination],H-5293850,es,Violent Threat,EVENT_FAM_X4-default,0.422,Yes
CT-000905,A-0056,C-005,[generic discussion],H-8547069,en,Violent Threat,EVENT_FAM_X4-P02,0.559,Yes
CT-000906,A-0049,C-005,[non-sensitive coordination],H-5293850,en,Violent Threat,EVENT_FAM_X4-default,0.568,Yes
CT-000907,A-0058,C-005,[neutral platform activity],H-4318580,es,Violent Threat,EVENT_FAM_X4-default,0.613,Yes
CT-000908,A-0056,C-005,[event date reference],H-2785787,en,Violent Threat,EVENT_FAM_X4-P11,0.673,Yes
CT-000909,A-0064,C-005,[neutral platform activity],H-4318580,es,Violent Threat,EVENT_FAM_X4-default,0.535,Yes
CT-000910,A-0053,C-005,[target-specific grievance reference],H-0692299,es,Violent Threat,EVENT_FAM_X4-P03,0.701,Yes
CT-000911,A-0049,C-005,[benign scheduling message],H-3629325,en,Violent Threat,BENIGN-COORDINATION,0.303,Yes
CT-000912,A-0051,C-005,[non-sensitive coordination],H-5293850,en,Violent Threat,EVENT_FAM_X4-default,0.613,Yes
CT-000913,A-0070,C-005,[neutral platform activity],H-4318580,es,Violent Threat,EVENT_FAM_X4-default,0.665,Yes
CT-000914,A-0053,C-005,[fictional location proximity reference],H-6042605,es,Violent Threat,EVENT_FAM_X4-P11,0.515,Yes
CT-000915,A-0058,C-005,[continued focus on same fictional target],H-1594813,es,Violent Threat,EVENT_FAM_X4-P03,0.512,Yes
CT-000916,A-0059,C-005,[target-specific grievance reference],H-0692299,es,Violent Threat,EVENT_FAM_X4-P03,0.568,Yes
CT-000917,A-0057,C-005,[generic discussion],H-1420299,es,Violent Threat,EVENT_FAM_X4-default,0.728,Yes
CT-000918,A-0067,C-005,[fictional location proximity reference],H-6042605,en,Violent Threat,EVENT_FAM_X4-P11,0.511,Yes
CT-000919,A-0071,C-005,[benign scheduling message],H-3629325,en,Violent Threat,BENIGN-COORDINATION,0.224,Yes
CT-000920,A-0067,C-005,[fictional location proximity reference],H-6042605,en,Violent Threat,EVENT_FAM_X4-P11,0.477,Yes
CT-000921,A-0069,C-005,[neutral platform activity],H-9043347,en,Violent Threat,EVENT_FAM_X4-P02,0.567,Yes
CT-000922,A-0048,C-005,[generic discussion],H-8547069,en,Violent Threat,EVENT_FAM_X4-P02,0.509,Yes
CT-000923,A-0052,C-005,[non-sensitive coordination],H-5293850,en,Violent Threat,EVENT_FAM_X4-default,0.467,Yes
CT-000924,A-0051,C-005,[generic discussion],H-1420299,en,Violent Threat,EVENT_FAM_X4-default,0.508,Yes
CT-000925,A-0058,C-005,[event date reference],H-2785787,es,Violent Threat,EVENT_FAM_X4-P11,0.512,Yes
CT-000926,A-0070,C-005,[non-sensitive coordination],H-5293850,es,Violent Threat,EVENT_FAM_X4-default,0.668,Yes
CT-000927,A-0052,C-005,[event date reference],H-2785787,en,Violent Threat,EVENT_FAM_X4-P11,0.605,Yes
